name*,version*,license*,vendor/community,end-of-support,dependencies,language
source-map,0.5.7,BSD-3-Clause,https://github.com/mozilla/source-map,,,
source-map,0.6.1,BSD-3-Clause,https://github.com/mozilla/source-map,,,
spdx-correct,3.0.0,Apache-2.0,https://github.com/jslicense/spdx-correct.js,,,
spdx-exceptions,2.1.0,CC-BY-3.0,https://github.com/kemitchell/spdx-exceptions.json,,,
spdx-expression-parse,3.0.0,MIT,https://github.com/jslicense/spdx-expression-parse.js,,,
spdx-license-ids,3.0.0,CC0-1.0,https://github.com/shinnn/spdx-license-ids,,,
sshpk,1.13.1,MIT,https://github.com/arekinath/node-sshpk,,,
statuses,1.4.0,MIT,https://github.com/jshttp/statuses,,,
stealthy-require,1.1.1,ISC,https://github.com/analog-nico/stealthy-require,,,
streamroller,0.7.0,MIT,https://github.com/nomiddlename/streamroller,,,
string-width,1.0.2,MIT,https://github.com/sindresorhus/string-width,,,
string-width,2.1.1,MIT,https://github.com/sindresorhus/string-width,,,
string_decoder,0.10.31,MIT,https://github.com/rvagg/string_decoder,,,
string_decoder,1.0.3,MIT,https://github.com/rvagg/string_decoder,,,
stringstream,0.0.5,MIT,https://github.com/mhart/StringStream,,,
strip-ansi,3.0.1,MIT,https://github.com/chalk/strip-ansi,,,
strip-ansi,4.0.0,MIT,https://github.com/chalk/strip-ansi,,,
strip-bom,3.0.0,MIT,https://github.com/sindresorhus/strip-bom,,,
strip-eof,1.0.0,MIT,https://github.com/sindresorhus/strip-eof,,,
supports-color,2.0.0,MIT,https://github.com/chalk/supports-color,,,
thunkify,2.1.2,MIT,https://github.com/visionmedia/node-thunkify,,,
timespan,2.3.0,MIT*,https://github.com/indexzero/TimeSpan.js,,,
tough-cookie,2.3.3,BSD-3-Clause,https://github.com/salesforce/tough-cookie,,,
tsscmp,1.0.5,MIT,https://github.com/suryagh/tsscmp,,,
tunnel-agent,0.4.3,Apache-2.0,https://github.com/mikeal/tunnel-agent,,,
tunnel-agent,0.6.0,Apache-2.0,https://github.com/mikeal/tunnel-agent,,,
tweetnacl,0.14.5,Unlicense,https://github.com/dchest/tweetnacl-js,,,
type-check,0.3.2,MIT,https://github.com/gkz/type-check,,,
uglify-js,3.3.15,BSD-2-Clause,https://github.com/mishoo/UglifyJS2,,,
underscore,1.7.0,MIT,https://github.com/jashkenas/underscore,,,
unpipe,1.0.0,MIT,https://github.com/stream-utils/unpipe,,,
upper-case,1.1.3,MIT,https://github.com/blakeembrey/upper-case,,,
util-deprecate,1.0.2,MIT,https://github.com/TooTallNate/util-deprecate,,,
uuid,3.2.1,MIT,https://github.com/kelektiv/node-uuid,,,
valid-data-url,0.1.6,MIT,https://github.com/killmenot/valid-data-url,,,
validate-npm-package-license,3.0.3,Apache-2.0,https://github.com/kemitchell/validate-npm-package-license.js,,,
validator,9.4.1,MIT,https://github.com/chriso/validator.js,,,
verror,1.10.0,MIT,https://github.com/davepacheco/node-verror,,,
warning,3.0.0,BSD-3-Clause,https://github.com/BerkeleyTrue/warning,,,
web-resource-inliner,4.2.1,MIT,https://github.com/jrit/web-resource-inliner,,,
when,3.7.8,MIT,https://github.com/cujojs/when,,,
which-module,2.0.0,ISC,https://github.com/nexdrew/which-module,,,
which,1.3.0,ISC,https://github.com/isaacs/node-which,,,
wordwrap,1.0.0,MIT,https://github.com/substack/node-wordwrap,,,
wrap-ansi,2.1.0,MIT,https://github.com/chalk/wrap-ansi,,,
wrappy,1.0.2,ISC,https://github.com/npm/wrappy,,,
xml-char-classes,1.0.0,MIT,https://github.com/sindresorhus/xml-char-classes,,,
xregexp,2.0.0,MIT,https://github.com/slevithan/XRegExp,,,
xtend,4.0.1,MIT,https://github.com/Raynos/xtend,,,
y18n,3.2.1,ISC,https://github.com/yargs/y18n,,,
yallist,2.1.2,ISC,https://github.com/isaacs/yallist,,,
yargs-parser,7.0.0,ISC,https://github.com/yargs/yargs-parser,,,
yargs,8.0.2,MIT,https://github.com/yargs/yargs,,,
